Minimum 1 year of project experience required,"{'DEGREE': ['Minimum'], 'SPEC': ['year project experience']}"
"PhD, Master, Bachelor in quantitative discipline (e.g., Statistics, Operations Research, Economics, Computer Science, Mathematics, Physics, Industrial Engineering) or equivalent practical experience.","{'DEGREE': ['PhD', 'Master', 'Bachelor'], 'SPEC': ['Operations Research Economics', 'Computer Science', 'Mathematics', 'Physics', 'Industrial Engineering']}"
"PhD, Master, Bachelors quantitative discipline (e.g., Statistics, Operations Research, Economics, Computer Science, Mathematics, Physics, Industrial Engineering) or equivalent practical experience.","{'DEGREE': ['PhD', 'Master'], 'SPEC': ['Operations Research Economics', 'Computer Science', 'Mathematics', 'Physics', 'Industrial Engineering']}"
"Bachelor's degree in Computer Science, Engineering, Statistics, or a related field; a Master's degree is a plus.","{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['Computer Science', 'Engineering', 'Statistics', 'plus']}"
"A graduate degree in Data Science, Statistics, or related field.","{'DEGREE': ['graduate degree'], 'SPEC': ['Data Science', 'Statistics']}"
"Bachelor's degree in engineering, computer science, analytical field (Statistics, Mathematics, etc.) or related discipline and three (3) years of relevant work experience OR Master's or Ph.D. in engineering, computer science, analytical field (Statistics, Mathematics, etc.) or related discipline and one (1) year of relevant work experience.","{'DEGREE': ['Bachelor', 'Master Ph engineering', 'year'], 'SPEC': ['engineering computer science', 'analytical field', 'Statistics', 'Mathematics', 'computer science', 'analytical field', 'Statistics', 'Mathematics']}"
bachelor's degree in IT or related fields,{'DEGREE': ['bachelor']}
Bachelor's degree in IT or related fields.,{'DEGREE': ['Bachelor']}
Bachelor's degree in IT or related field.,{'DEGREE': ['Bachelor']}
Currently enrolled in a Master's or PhD program in Computer Science or related STEM field OR currently enrolled in a Bachelor's program in Computer Science or related STEM field and have at least 1 year of experience in conducting research.,"{'DEGREE': ['Master', 'PhD program', 'Bachelor program'], 'SPEC': ['Computer Science', 'Computer Science', 'conducting research']}"
"An M.S. or Ph.D. in a scientiﬁc discipline related to oceanography, chemistry, physics, or other environmental science.","{'SPEC': ['physics', 'environmental science']}"
Bachelor's degree and at least 5 years of Oncology experience OR associate degree and 7 years of Oncology experience.,"{'DEGREE': ['Bachelor', 'associate'], 'SPEC': ['least']}"
"Degree in Communications Engineering, Geology, or related work experience.","{'SPEC': ['Communications Engineering', 'Geology']}"
"Bachelor's degree in relevant field (e.g., Technical Communication, Computer Science, Information Technology).","{'DEGREE': ['Bachelor', 'Technical Communication'], 'SPEC': ['Computer Science', 'Information Technology']}"
Bachelor’s degree preferred. Previous grant writing experience required.,{'DEGREE': ['Bachelor']}
Bachelor’s degree preferred.,{'DEGREE': ['Bachelor']}
"PhD, Master, Bachelor's degree in a quantitative discipline (e.g., Statistics, Operations Research, Economics, Computer Science, Mathematics, Physics, Industrial Engineering) or equivalent practical experience.","{'DEGREE': ['PhD', 'Master', 'Bachelor'], 'SPEC': ['Operations Research Economics', 'Computer Science', 'Mathematics', 'Physics', 'Industrial Engineering']}"
"Bachelor's degree in Mathematics, Physics, Information Technology ﬁeld, Operations Research or related discipline with ﬁve years of experience.","{'DEGREE': ['Bachelor'], 'SPEC': ['Mathematics', 'Physics', 'Information Technology', 'eld Operations Research']}"
5+ années d'expérience avérée dans l'industrie; diplôme de bachelier en TI ou domaines connexes.,"{'DEGREE': ['ann', 'es', 'exp', 'domaines connexes']}"
"Bachelor’s degree in Computer Science, Engineering or a related field","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science', 'Engineering']}"
ABCD@#,{}
ABCD industry and graduate from XYZ college,"{'SPEC': ['industry'], 'DEGREE': ['XYZ']}"
"Master's degree in quantitative field (Statistics, Data Science, Applied Math, Computer Science, Physics) or equivalent experience.","{'DEGREE': ['Master'], 'SPEC': ['Statistics', 'Data Science', 'Applied', 'Computer Science']}"
Bachelor Degree in Engineering or equivalent practical experience.,"{'DEGREE': ['Bachelor'], 'SPEC': ['Engineering']}"
Bachelor's degree or higher in Information Technology or Software Engineering,"{'DEGREE': ['Bachelor'], 'SPEC': ['higher Information Technology', 'Software Engineering']}"
BS degree in computer science or equivalent experience.,"{'DEGREE': ['BS'], 'SPEC': ['computer science']}"
Bachelor's degree preferred.,{'DEGREE': ['Bachelor']}
"PhD, Master, Bachelor's quantitative discipline (e.g., Statistics, Operations Research, Economics, Computer Science, Mathematics, Physics, Industrial Engineering) or equivalent practical experience.","{'DEGREE': ['PhD', 'Master', 'Bachelor'], 'SPEC': ['Operations Research Economics', 'Computer Science', 'Mathematics', 'Physics', 'Industrial Engineering']}"
"Bachelors or higher degrees in Computer Science, Statistics, Mathematics, Physics, Engineering, or related disciplines.","{'DEGREE': ['higher degrees Computer Science'], 'SPEC': ['Statistics', 'Mathematics', 'Physics', 'Engineering']}"
undefined,{}
"Bachelor's Degree in Computer Science, Engineering or equivalent experience.","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science Engineering']}"
12+ years of experience in product web UI application development.,"{'SPEC': ['web UI', 'application development']}"
"Master's or PhD in Computer Science, Mathematics, Statistics or a related field.","{'DEGREE': ['Master', 'PhD'], 'SPEC': ['Computer Science', 'Mathematics', 'Statistics']}"
Bachelor's degree or higher in Computer Science or a related field.,"{'DEGREE': ['Bachelor'], 'SPEC': ['higher Computer Science']}"
"Pursuing a Computer Science, EE, Applied Math, Statistics, Data Science, Physics degree.","{'SPEC': ['Pursuing', 'Computer Science', 'EE', 'Applied', 'Statistics', 'Data Science', 'Physics']}"
Bachelor's degree in Computer Science or related field.,"{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science']}"
Bachelor's degree in Computer Science or a related engineering field.,"{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science']}"
"BS, MS in computer science, engineering.","{'DEGREE': ['BS', 'MS'], 'SPEC': ['computer science engineering']}"
 (No specific education qualification mentioned),{'SPEC': ['specific education']}
"BS,MS Degree in Computer Science or related majors.","{'DEGREE': ['BS', 'MS'], 'SPEC': ['Computer Science']}"
"Bachelor's degree in Computer Science, similar technical field of study, or equivalent practical experience.","{'DEGREE': ['Bachelor', 'technical'], 'SPEC': ['Computer Science']}"
"Bachelor's degree in Computer Science, Information Systems or equivalent combination of education and experience.","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science', 'Information Systems', 'education experience']}"
Minimum 10 years of overall experience in which 5 years of experience working in developing Microservices in AWS Cloud. Experienced GoLang and Java developer. Expert with MongoDB and good understanding of Database Design. Proficient with Git. Expertise in software and infrastructure design in cloud. Experience in a fast-moving startup environment. Understanding of containers with services like Docker. Develop and deploy microservices with Kubernetes. Having good understanding of front end. Experience with AWS Cloud deployment. Experience in Agile development environment.,"{'DEGREE': ['Minimum'], 'SPEC': ['MongoDB good understanding', 'Database Design', 'software infrastructure design', 'fast moving startup environment Understanding', 'like Docker', 'Develop deploy microservices', 'good understanding', 'front', 'AWS', 'Agile development environment']}"
Bachelor's or Master's degree in computer science or equivalent technical discipline.,"{'DEGREE': ['Bachelor', 'Master'], 'SPEC': ['computer science']}"
Bachelor's degree in computer science or a related field,"{'DEGREE': ['Bachelor'], 'SPEC': ['computer science']}"
BS/MS in Computer Science or related technical field or equivalent practical experience.,"{'DEGREE': ['BS', 'MS'], 'SPEC': ['Computer Science']}"
Bachelors or master’s degree in computer science or related,"{'DEGREE': ['master'], 'SPEC': ['computer science']}"
"B.A.,B.S. in computer science, software engineering or related ﬁeld.","{'DEGREE': ['B B'], 'SPEC': ['computer science', 'software engineering']}"
"Bachelor's degree in Computer Science, Software Engineering, or related field.","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science', 'Software Engineering']}"
3-5 years of proficient experience working on software products.,{}
"Coding experience in Go,Python,C++,Java and solid software engineering background. Experience in large-scale machine learning backend; familiar with RPC frameworks and key-value storage systems. Experience in dealing with concurrent systems and architectures. Experience in standard deep learning frameworks, e.g. Pytorch and Tensorflow.","{'SPEC': ['Go Python C', 'solid software engineering background', 'value storage systems'], 'DEGREE': ['large scale machine learning', 'key', 'Pytorch']}"
BS or MS in computer science or related field.,"{'DEGREE': ['BS', 'MS'], 'SPEC': ['computer science']}"
The education qualification needed for this job description is:● An applicable Bachelor’s degree with 10+ years of relevant experience OR a Master’s degree  with 8 years of relevant experience OR a PhD with 6 years of relevant experience; an additional 4 years of experience maybe considered in lieu of a degree requirement (higher or lower levels accepted based on years of experience),"{'DEGREE': ['Bachelor', 'Master', 'levels'], 'SPEC': ['lower']}"
"Tertiary qualifications in engineering, mathematics, actuarial studies, statistics, physics, or a related discipline.","{'SPEC': ['Tertiary qualifications engineering', 'mathematics', 'actuarial studies', 'statistics', 'physics']}"
"5+ years of software engineering experience, with experience in developing online systems.",{}
"BS in Computer Science, Bioinformatics, Information Systems, etc. MS preferred.","{'DEGREE': ['BS'], 'SPEC': ['Computer Science', 'Bioinformatics', 'Information Systems', 'MS']}"
"BS/BA Degree in Science, Technology Engineering Math (STEM) in Computer Science, Computer Engineering, Information Technology or Physics","{'DEGREE': ['BS', 'BA'], 'SPEC': ['Science Technology Engineering', 'STEM Computer Science', 'Computer Engineering', 'Information Technology', 'Physics']}"
Bachelor's Degree in Computer Science or equivalent.,"{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science']}"
"BA/BS in Computer Science, Applied Math, Physics, Engineering, Statistics, or other technical fields","{'DEGREE': ['BA', 'BS'], 'SPEC': ['Computer Science', 'Applied', 'Physics', 'Engineering', 'Statistics', 'technical fields']}"
"BS or a graduate degree in Computer Science, Maths, Engineering, or science.","{'DEGREE': ['graduate degree'], 'SPEC': ['Computer Science', 'Maths Engineering science']}"
Degree in Computer Science or similar field (Master’s degree preferred).,"{'SPEC': ['Computer Science'], 'DEGREE': ['Master']}"
The education qualification for the job description is a BS degree in Computer Science or equivalent.,"{'DEGREE': ['education qualification'], 'SPEC': ['Computer Science']}"
"MS,BS in Computer Science or equivalent or equivalent military experience","{'DEGREE': ['MS', 'BS'], 'SPEC': ['Computer Science']}"
Bachelor’s degree or equivalent,{'DEGREE': ['Bachelor']}
BS or MS degree in Computer Science.,"{'DEGREE': ['BS', 'MS'], 'SPEC': ['Computer Science']}"
Be a computer science graduate or equivalent with 3 to 8 years of industry experience.,{'SPEC': ['computer science']}
"Bachelor's degree in the engineering field, MBA or Master's in engineering preferred","{'DEGREE': ['Bachelor', 'MBA', 'Master engineering'], 'SPEC': ['engineering']}"
"MS,Ph.D. in quantitative discipline (Math, Statistics, Operations Research, Economics, Engineering, or CS)","{'DEGREE': ['MS'], 'SPEC': ['Statistics', 'Operations Research', 'Economics', 'Engineering', 'CS']}"
"- Advanced degree (Ph.D. preferred) in Data Science, AI, Machine Learning, or a related field. - 3+ years of experience in developing and deploying AI solutions, particularly in conversational interfaces. - Proficiency in AI, ML methodologies such as NLP, neural networks, reinforcement learning, etc. - Hands-on experience in programming (Python, C++, etc.) for model development and implementation. - Demonstrated success in the full machine learning lifecycle from data preprocessing to deployment. - Proven track record of delivering ML products from concept to production. - Exceptional communication skills for effective cross-team collaboration. - A voracious appetite for AI, ML research and applying innovative techniques. - Entrepreneurial mindset, thriving in the dynamic environment of a startup. - Self-starter, capable of driving high-impact AI innovations independently.","{'SPEC': ['AI ML methodologies', 'NLP neural networks reinforcement learning', 'Python C', 'model development implementation', 'full machine learning lifecycle data preprocessing', 'dynamic environment startup', 'starter capable driving'], 'DEGREE': ['mindset thriving']}"
"Bachelor's degree or higher in Computer Science, Engineering, or a related field.","{'DEGREE': ['Bachelor'], 'SPEC': ['higher Computer Science', 'Engineering']}"
Minimum of 2 years of Call Center experience in an inbound and outbound capacity. Minimum of 2 years of sales experience. Background in medical or biological sciences preferred.,{'DEGREE': ['Minimum']}
"BS,BA or equivalent required; MBA,MPH,MHA preferred.",{'DEGREE': ['BS']}
High School degree or equivalent required. Two- or Four-year undergraduate degree or certification preferred.,{'DEGREE': ['year undergraduate']}
Master's degree in Genetic Counseling or equivalent degree.,"{'DEGREE': ['Master'], 'SPEC': ['Genetic Counseling']}"
"BS Computer Science, Bioinformatics, Information Systems, etc. MS preferred.","{'DEGREE': ['BS'], 'SPEC': ['Computer Science', 'Bioinformatics', 'Information Systems', 'MS']}"
"Two year degree and/or 3 years minimum customer service experience, undergraduate degree desired.",{'DEGREE': ['minimum customer service']}
Master's degree or similar practical experience.,"{'DEGREE': ['Master'], 'SPEC': ['similar practical experience']}"
"High School Diploma or equivalent required; BS, BA degree preferred.","{'DEGREE': ['High School Diploma', 'BA']}"
"Bachelor's in healthcare, life sciences, pharmacy or related field is required. MBA or Ph.D. is preferred.","{'DEGREE': ['Bachelor', 'MBA'], 'SPEC': ['pharmacy']}"
Master's Degree in Genetic Counseling or equivalent from an ABGC approved genetic counseling program,"{'DEGREE': ['Master'], 'SPEC': ['Genetic Counseling']}"
High School degree or equivalent required.,{}
Bachelor's Degree.,{'DEGREE': ['Bachelor']}
"BS degree in computer science, comparable program, or equivalent experience","{'DEGREE': ['BS'], 'SPEC': ['computer science', 'comparable program']}"
"BS, BA degree (or equivalent) in Medical Technology, Biological Sciences, or related field. Current California CLS license or CGMBS license (Clinical Genetics Molecular Biology Scientist).","{'DEGREE': ['BS', 'BA', 'license', 'license'], 'SPEC': ['equivalent Medical Technology', 'Biological Sciences', 'Clinical Genetics', 'Molecular Biology']}"
"B.A., B.S. in computer science, software engineering or related field.","{'DEGREE': ['B B'], 'SPEC': ['computer science', 'software engineering']}"
High school diploma or educational equivalent.,"{'DEGREE': ['High school diploma'], 'SPEC': ['educational equivalent']}"
"BS/BA degree (or equivalent) in Medical Technology, Biological Sciences, or related field.","{'DEGREE': ['BS', 'BA'], 'SPEC': ['equivalent Medical Technology', 'Biological Sciences']}"
Bachelor's Degree in Healthcare related field of study or equivalent experience.,"{'DEGREE': ['Bachelor'], 'SPEC': ['Healthcare']}"
Bachelor’s Degree in related field or equivalent required,{'DEGREE': ['Bachelor']}
High School Diploma (required),{'DEGREE': ['High School Diploma']}
"High School degree or equivalent required, Undergraduate degree or certification preferred.",{}
Master of science degree,{'DEGREE': ['Master science']}
"Bachelor’s in Accounting, Finance, related degree, or equivalent.","{'DEGREE': ['Bachelor'], 'SPEC': ['Accounting', 'Finance']}"
An engineering-focused undergraduate degree or equivalent proven experience.,{'SPEC': ['engineering focused undergraduate']}
"High School Diploma (required) BA,BS in biology, allied health, or science related field (strongly preferred). Will consider candidates in pursuit of four-year bachelor’s degree program provided they meet required education requirements and at least 2-3 years professional work experience in biotech, life sciences, or related industry.","{'DEGREE': ['High School Diploma', 'BA', 'BS', 'bachelor', 'professional work'], 'SPEC': ['biology', 'allied health', 'program', 'provided meet']}"
High School Diploma (or equivalent) required.,{'DEGREE': ['High School Diploma']}
"Four-year university degree required in Bachelor of Science, Nursing or related healthcare field preferred. Minimum three years’ physician sales experience in diagnostic laboratory business (preferably in a genetics laboratory). Background in medical or biological sciences (clinical diagnostics preferred).","{'DEGREE': ['Bachelor', 'Minimum'], 'SPEC': ['Science', 'Nursing', 'laboratory business', 'preferably genetics', 'laboratory Background', 'medical biological sciences', 'clinical diagnostics']}"
At least 3 years of experience in medical billing and Insurance collections.,{'SPEC': ['medical billing']}
"BSc in Bioinformatics, Computer Science, Engineering, Biochemistry, similar field, or equivalent. MSc preferred.","{'SPEC': ['Bioinformatics', 'Computer Science', 'Engineering', 'Biochemistry']}"
"Bachelor's degree in Business, Finance, Healthcare, Computer Science, or a related field.","{'DEGREE': ['Bachelor'], 'SPEC': ['Business Finance', 'Healthcare Computer Science']}"
"BS, BA in a biological science or equivalent required.","{'DEGREE': ['BS', 'BA'], 'SPEC': ['biological science']}"
BS/BA in a biological science or a related field.,"{'DEGREE': ['BS', 'BA'], 'SPEC': ['biological science']}"
Bachelor's degree in relevant field of study or B.S. equivalent.,{'DEGREE': ['Bachelor']}
Bachelor's degree,{'DEGREE': ['Bachelor']}
"BS,BA degree in Medical Technology, Biological Sciences, or a related field. Current MT,MLS,CLS certification preferable from ASCP, AMT, or AAB.","{'DEGREE': ['BS', 'BA', 'certification'], 'SPEC': ['Medical Technology', 'Biological Sciences', 'preferable ASCP']}"
Bachelor’s degree required.,{'DEGREE': ['Bachelor']}
"Bachelor’s degree in Clinical, Informatics, Computer Science, Information Systems, Business Computer Systems, or commensurate experience.","{'DEGREE': ['Bachelor', 'commensurate experience'], 'SPEC': ['Clinical Informatics', 'Computer Science', 'Information Systems', 'Computer Systems']}"
Associates degree and completion of a certified clinical program in medical laboratory sciences in histopathology or equivalent.,"{'DEGREE': ['Associates degree'], 'SPEC': ['completion certified clinical program', 'medical laboratory', 'sciences histopathology']}"
"Masters in a Life Science such as Molecular Biology, Genetics, Bioinformatics, Biochemistry or equivalent; PhD preferred.","{'DEGREE': ['Masters'], 'SPEC': ['Science', 'Molecular Biology', 'Genetics', 'Bioinformatics', 'Biochemistry']}"
Bachelor’s degree or equivalent.,{'DEGREE': ['Bachelor']}
"BS Computer Science, Bioinformatics, Information Systems, etc. MS preferred. Data Structures, Algorithms Coursework","{'DEGREE': ['BS'], 'SPEC': ['Computer Science', 'Bioinformatics', 'Information Systems', 'MS', 'Algorithms']}"
BS/BA degree (preferred),"{'DEGREE': ['BS', 'BA']}"
"Bachelor’s degree required; advanced degree (MS, MBA, PhD) preferred.","{'DEGREE': ['Bachelor', 'MS', 'MBA']}"
"Bachelor's degree in Accounting, Business, Healthcare related field or equivalent experience.","{'DEGREE': ['Bachelor'], 'SPEC': ['Accounting Business', 'Healthcare']}"
"BS, BA (or equivalent) in a biological science or similar field of study","{'DEGREE': ['BS', 'BA'], 'SPEC': ['field study']}"
"A Four-year university degree required in Bachelor of Science, Nursing or related healthcare field preferred. Minimum three years’ physician sales experience in diagnostic laboratory business (preferably in a genetics laboratory). Background in medical or biological sciences (clinical diagnostics preferred). Market knowledge and experience selling to OB,GYN or MFM strongly preferred.","{'DEGREE': ['Bachelor', 'Minimum'], 'SPEC': ['Science', 'Nursing', 'laboratory business', 'preferably genetics', 'laboratory Background', 'medical biological sciences', 'clinical diagnostics', 'experience selling', 'OB GYN', 'MFM strongly']}"
"Degree in molecular biology, tissue or cellular biology, immunology or closely related field. Bachelor’s degree or higher with a minimum of 6 years of industry experience for Associate Scientist level. M.S with a minimum of 6 years of industry experience; or Ph.D. with a minimum of 3 - 5 years of industry experience for Scientist level.","{'SPEC': ['molecular biology', 'tissue', 'cellular biology', 'immunology', 'minimum'], 'DEGREE': ['Bachelor', 'higher minimum', 'Associate Scientist level', 'minimum']}"
"BS, BA in a biological science or equivalent.","{'DEGREE': ['BS', 'BA'], 'SPEC': ['biological science']}"
"The required education qualification for this job is a BA in Business, Marketing or related field. An MBA is preferred.","{'DEGREE': ['job', 'BA'], 'SPEC': ['Business Marketing']}"
High School Diploma or GED or equivalent.,"{'DEGREE': ['High School Diploma'], 'SPEC': ['GED equivalent']}"
"Bachelor's degree. Minimum of 5 years of successful sales experience, Women's Health Preferred. Background in medical or biological sciences is preferred. Trained on a recognized Industry Sale Process Program such as SPIN Selling, Challenger, Janek, IMPAX, Wilson Learning etc.","{'DEGREE': ['Bachelor'], 'SPEC': ['Minimum', 'Women Health', 'recognized Industry', 'SPIN Selling']}"
"BA in Business, Marketing or related field is required; MBA preferred.","{'DEGREE': ['BA', 'MBA'], 'SPEC': ['Business Marketing']}"
"MD,DO and,or PhD in genetics or related field required.ABMGG board certified- in Clinical Cytogenetics and,or Molecular Genetics, ABP board-certified in Molecular Genetic Pathology, or equivalent doctoral-level board required.Current California laboratory director license as a Clinical Genetic Molecular Biologist or Clinical Cytogeneticist required.Current Certificate of Qualification in Genetic Testing from the NYS CLEP required.5 or more years of experience in a CLIA-certified clinical laboratory setting analyzing, interpreting and reporting clinical genetic,genomic data.Knowledge of CAP, CLIA, and applicable state regulations; including but not limited to California, and New York state regulations.Management experience required.","{'DEGREE': ['MD', 'PhD', 'director license', 'Biologist', 'Certificate'], 'SPEC': ['genetics', 'certified Clinical Cytogenetics', 'Molecular Genetics', 'Clinical', 'Clinical', 'Qualification', 'Genetic Testing', 'NYS CLEP', 'certified clinical', 'laboratory setting', 'analyzing interpreting', 'genomic data Knowledge', 'CAP CLIA applicable state', 'regulations', 'regulations Management']}"
"B.S. degree in molecular biology, related field, or equivalent.","{'DEGREE': ['B'], 'SPEC': ['molecular biology']}"
"Master degree in Computer Science, Computer Engineering or related technical field with 2 years of related experience.","{'DEGREE': ['Master'], 'SPEC': ['Computer Science', 'Computer Engineering']}"
"BS, BA in a biological science or a related field.","{'DEGREE': ['BS', 'BA'], 'SPEC': ['biological science']}"
"B.S. or M.S. degree in Molecular Biology, Genetics, Biochemistry or related field, or equivalent.","{'DEGREE': ['B'], 'SPEC': ['Molecular Biology', 'Genetics', 'Biochemistry']}"
"BS, BA (or equivalent) in a biological science or a related field","{'DEGREE': ['BS', 'BA']}"
BS/BA degree (preferred). High School diploma required.,"{'DEGREE': ['BS', 'BA']}"
"Minimum of 2 years of phlebotomy experienceBS, BA degree (preferred)High School Diploma (or equivalent) requiredPhlebotomy Certificate (if required by State)","{'DEGREE': ['Minimum', 'BA', 'School Diploma', 'Certificate'], 'SPEC': ['phlebotomy', 'equivalent requiredPhlebotomy']}"
"BS degree in computer science, comparable program, or equivalent 7+ years of overall software development experience.","{'DEGREE': ['BS'], 'SPEC': ['computer science', 'comparable program']}"
"High School Diploma (required) BA,BS in biology, allied health, or science related field (strongly preferred).","{'DEGREE': ['High School Diploma', 'BA', 'BS'], 'SPEC': ['biology', 'allied health']}"
"Technical degree or 4+ years of equivalent experience in supporting large scale Linux,Unix-based systems or networking with 3 or more of those years as a software developer.","{'DEGREE': ['Technical'], 'SPEC': ['networking years']}"
"Bachelor's Degree in business, economics, related field, or equivalent.","{'DEGREE': ['Bachelor'], 'SPEC': ['business economics']}"
Bachelor's degree or greater in Computer Science preferred.,"{'DEGREE': ['Bachelor'], 'SPEC': ['greater Computer Science']}"
"BA,BS degree in relevant technical, scientific, or quantitative discipline or relevant experience.","{'DEGREE': ['BA', 'BS']}"
"Bachelor's Degree in business, economics, related field, or equivalent required.","{'DEGREE': ['Bachelor'], 'SPEC': ['business economics']}"
"BS, BA in a biological science or similar field of study","{'DEGREE': ['BS', 'BA'], 'SPEC': ['biological science', 'field study']}"
Expertise in Java and experience in designing and building distributed systems.,{}
Master's degree in Genetic Counseling (Board certified) or other advanced degree in a related field.,"{'DEGREE': ['Master'], 'SPEC': ['Genetic Counseling', 'certified advanced']}"
Bachelor's degree or higher.,"{'DEGREE': ['Bachelor', 'higher']}"
"Ph.D. in molecular biology, immunology, biochemistry or closely related field with 5+ years of industry experience.","{'SPEC': ['molecular biology', 'immunology', 'biochemistry']}"
"Five or more years of clinical and,or laboratory experience. Revenue cycle and,or insurance billing experience.",{'SPEC': ['Revenue cycle insurance billing experience']}
High School degree or equivalent required; Two- or Four-year undergraduate degree or certification preferred;,{'DEGREE': ['year undergraduate']}
"BS, BA in biomedical engineering, biological sciences or related fields.","{'DEGREE': ['BS', 'BA'], 'SPEC': ['biomedical engineering', 'biological sciences']}"
Master's degree in Healthcare financials or equivalent degree.,"{'DEGREE': ['Master'], 'SPEC': ['Healthcare financials']}"
"Doctoral degree (PhD or PharmD) in Biology, Molecular Genetics, Chemistry, Molecular Biology, or other relevant scientific discipline, Medical Degree (MD) or equivalent required.","{'DEGREE': ['Doctoral degree', 'PhD'], 'SPEC': ['Molecular Genetics', 'Chemistry', 'Molecular Biology']}"
Bachelor's Degree or related experience.,{'DEGREE': ['Bachelor']}
High School Diploma or GED. 1-2 years of receiving experience in a distribution or manufacturing environment.,"{'DEGREE': ['High School Diploma'], 'SPEC': ['GED years', 'distribution manufacturing environment']}"
"BS, BA in a biological science, biomedical engineering, similar field of study, or comparable industry experience","{'DEGREE': ['BS', 'BA'], 'SPEC': ['biological science', 'biomedical engineering', 'comparable industry experience']}"
Bachelor's degree or equivalent required.,{'DEGREE': ['Bachelor']}
"Bachelor's, or equivalent degree in a scientific discipline.","{'DEGREE': ['Bachelor equivalent'], 'SPEC': ['scientific discipline']}"
Certified Salesforce Platform Developer I.,{'DEGREE': ['Certified Salesforce Platform Developer']}
"4-6 years of experience in product management focusing on complex operational, business process related projects or equivalent experience at a hyper growth company.","{'SPEC': ['management focusing complex', 'operational business', 'hyper growth company']}"
"Bachelor’s Degree in Computer Science, a related field, or comparable work experience.","{'DEGREE': ['Bachelor'], 'SPEC': ['Computer Science', 'comparable work experience']}"
"BS degree in computer science, comparable program, or equivalent. MS preferred","{'DEGREE': ['BS'], 'SPEC': ['computer science', 'comparable program']}"
"BS degree in computer science, comparable program, or equivalent. MS preferred.","{'DEGREE': ['BS'], 'SPEC': ['computer science', 'comparable program']}"
"Bachelor degree in relevant field is preferred.3+ years professional coding experience with current certification including International Classification of Diseases (ICD-10) and Coding Procedure Terminology (CPT) and HCPCS coding.Certified coder designation, certification by AHIMA or AAPC.","{'DEGREE': ['Bachelor'], 'SPEC': ['current certification', 'including', 'Procedure', 'Terminology', 'coder designation', 'AAPC']}"
High School degree or equivalent required,{}
"BS, BA degree (or equivalent) in Medical Technology, Biological Sciences, or related field","{'DEGREE': ['BS', 'BA'], 'SPEC': ['equivalent Medical Technology', 'Biological Sciences']}"
"BS, BA in a biological science or similar field of study.","{'DEGREE': ['BS', 'BA'], 'SPEC': ['biological science', 'field study']}"
Bachelors Degree in business or healthcare related field of study.,{'SPEC': ['business healthcare']}
"Two year degree and,or 2-5 years of related experience, undergraduate degree preferred.",{}
Bachelor's degree in computer science or equivalent.,"{'DEGREE': ['Bachelor'], 'SPEC': ['computer science']}"
"Minimum Qualification: - A data scientist or AI/machine learning Ph.D.- 3+ years experience developing and deploying enterprise AI products and solutions, with a focus on conversational interfaces.- Expertise in AI and ML methods like natural language processing, neural networks, reinforcement learning, etc.- Hands-on experience with programming languages like Python and C++ to implement models.- Knowledge of the full machine learning development lifecycle including data preprocessing, model training, evaluation, and deployment.- A strong track record of shipping machine learning products from research to production.- Excellent communication skills to collaborate across teams.- Passion for staying on top of AI and ML research and applying new techniques.- Entrepreneurial spirit and excitement for joining an early-stage startup.- Self-motivation to take ownership over delivering high-impact AI innovations.Preferred Qualifications: - Meticulous eye for detail and the ability to methodically execute complex technical projects end-to-end.- Quick learner who can rapidly pick up new technologies as needed to deliver AI and ML solutions.- Keeping up with the latest research and applying cutting-edge techniques to real-world problems.- Self-directed and motivated to dive into ambiguous technical challenges.- Ability to communicate complex topics clearly and concisely with both technical and non-technical colleagues.- Enjoy continuously expanding their skillset and willing to learn entirely new technologies.- Thrive in taking broad business needs and turning them into concrete AI and ML implementations.","{'DEGREE': ['Minimum', 'Qualification', 'end', 'communicate'], 'SPEC': ['data scientist', 'AI ML methods', 'natural language processing', 'neural networks', 'reinforcement learning', 'programming languages like', 'full machine learning development', 'lifecycle including', 'data preprocessing', 'model training', 'collaborate across teams', 'staying', 'new techniques', 'Entrepreneurial spirit excitement', 'motivation take ownership delivering', 'Meticulous eye detail ability', 'methodically execute', 'end', 'Quick learner', 'Keeping latest research', 'techniques', 'world problems', 'technical challenges Ability', 'complex', 'topics', 'technical colleagues Enjoy', 'continuously expanding', 'skillset willing']}"
"BS, MS in Computer Science, Engineering, or related field preferred","{'DEGREE': ['BS', 'MS'], 'SPEC': ['Computer Science', 'Engineering']}"
"B.E, B.Tech, M.Tech","{'DEGREE': ['B', 'B', 'Tech', 'Tech']}"
"B.E, MCA, M.Tech","{'DEGREE': ['MCA', 'Tech']}"
"BS, MS from a tier-1 college or university with CS, CES, EE as a major is highly desired.","{'DEGREE': ['MS'], 'SPEC': ['CS', 'CES', 'EE']}"
"BS, MS from a tier-1 college or university with CS, CES, EE as a major","{'DEGREE': ['MS'], 'SPEC': ['CS', 'CES', 'EE']}"
